Name;Name Short;Type;Type2;Pool;Pool2;Tier;Attack;Health;Text;Attack Golden;Health Golden;Text Golden;Token;Battlecry;Deathrattle;Taunt;Divine Shield;Windfury;Venomous;Reborn;Avenge;Magnetic;Spellcraft;Blizzard ID;Summon ID;Picture Link;Artist;Flavor;Active;Duos only
Free-Flying Feathermane;Feathermane;Beast;;Beast;;3;5;5;After a friendly Beast dies, summon this from your hand for this combat only.;10;10;After a friendly Beast dies, summon this from your hand for this combat only.;;;;;;;;;;;;BG27_014;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_014.png;;;;
Gemsplitter;Gemsplitter;Quilboar;;Quilboar;;3;2;1;Divine Shield After a friendly minion loses Divine Shield, gain a Blood Gem.;4;2;Divine Shield After a friendly minion loses Divine Shield, gain 2 Blood Gems.;;;;;1;;;;;;;BG21_037;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_037.png;;;1;
Gentle Stag;Stag;Beast;;Beast;;3;1;5;Whenever you summon a minion in combat, give your right-most minion +1/+1 permanently.;2;10;Whenever you summon a minion in combat, give your right-most minion +2/+2 permanently.;;;;;;;;;;;;BG31_369;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_369.png;;;1;
Ghoul of the Feast;Ghoul;Undead;;Undead;;3;2;5;Avenge (2): Give a friendly minion of each minion type +2 Attack.;4;10;Avenge (2): Give a friendly minion of each minion type +4 Attack.;;;;;;;;;1;;;BG25_002;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_002.png;;;;
Grace Farsail;Grace;Pirate;;Pirate;;3;3;4;"Choose One - Gain 2 Gold next turn; or Gain 4 Gold in two turns.";6;8;"Choose One - Gain 4 Gold next turn; or Gain 8 Gold in two turns.";;;;;;;;;;;;BG31_825;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_825.png;;;1;
Gritty Headhunter;Headhunter;Pirate;;Pirate;;3;4;2;Battlecry: Get a 'Marauder's Contract'.;8;4;Battlecry: Get 2 copies of 'Marauder's Contract'.;;1;;;;;;;;;;BG31_822;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_822.png;;;1;
Handless Forsaken;Handless;Undead;;Undead;;3;2;1;Deathrattle: Summon a 2/1 Hand with Reborn.;4;2;Deathrattle: Summon a 4/2 Hand with Reborn.;;;1;;;;;;;;;BG25_010;BG25_010t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_010.png;;;1;
Hateful Hag;Hag;Undead;;Undead;;3;6;2;Whenever this attacks, give the minion to the right of this Reborn.;12;4;Whenever this attacks, give the two minions to the right of this Reborn.;;;;;;;;;;;;BG29_120;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_120.png;;;;
Heedless Hoarder;Hoarder;Murloc;;Murloc;;3;4;5;When you sell this, give a friendly Murloc this minion's stats.;8;10;When you sell this, give a friendly Murloc double this minion's stats.;;;;;;;;;;;;BG27_082;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_082.png;;;;
Houndmaster;Houndmaster;;;Beast;;3;4;3;Battlecry: Give a friendly Beast +2/+2 and Taunt.;8;6;Battlecry: Give a friendly Beast +4/+4 and Taunt.;;1;;;;;;;;;;DS1_070;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/DS1_070.png;Dan Brereton;"Who let the dogs out?" he asks. It's rhetorical.;;
Implant Subject;Subject;Murloc;;Murloc;;3;4;3;Stealth Whenever a friendly minion loses a Bonus Keyword in combat, gain +1/+1 permanently.;8;6;Stealth Whenever a friendly minion loses a Bonus Keyword in combat, gain +2/+2 permanently.;;;;;;;;;;;;BG31_147;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_147.png;;;1;
Iron Groundskeeper;Groundskeeper;;;All;;3;5;6;Battlecry: Give a minion Taunt. If it already has it, remove its Taunt.;10;12;Battlecry: Give a minion Taunt. If it already has it, remove its Taunt.;;1;;;;;;;;;;BG27_000;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_000.png;;;;
Iron Sensei;Sensei;Mech;;Mech;;3;2;2;At the end of your turn, give another friendly Mech +2/+2.;4;4;At the end of your turn, give another friendly Mech +4/+4.;;;;;;;;;;;;GVG_027;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/GVG_027.png;Brian Despain;Mechs like learning from him because he really speaks their language. 0110100001101001;;
Jelly Belly;Jelly;Undead;;Undead;;3;3;6;After a friendly minion is Reborn, gain +3/+3.;6;12;After a friendly minion is Reborn, gain +6/+6.;;;;;;;;;;;;BG25_005;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_005.png;;;;
Jumping Jack;Jack;All;;All;;3;3;4;The first time this is sold, Pass it instead.;6;8;The first time this is sold, Pass it instead.;;;;;;;;;;;;BGDUO_115;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_115.png;Grafit;;1;1
Kathra'natir;Kathra;Demon;;Demon;;3;5;4;Your other Demons have +2 Attack. Your Hero is Immune.;10;8;Your other Demons have +4 Attack. Your Hero is Immune.;;;;;;;;;;;;BG21_039;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_039.png;;;;
Keyboard Igniter;Igniter;Demon;;Demon;;3;4;4;Battlecry: Give your other Demons +2/+2 and deal 2 damage to your hero.;8;8;Battlecry: Give your other Demons +2/+2 and deal 2 damage to your hero, twice.;;1;;;;;;;;;;BG26_522;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_522.png;Grafit;;1;
Khadgar;Khadgar;;;All;;3;2;2;Your cards that summon minions summon twice as many.;4;4;Your cards that summon minions summon three times as many.;;;;;;;;;;;;DAL_575;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/DAL_575.png;Evgeniy Zagumennyy;"What do you call two minions summoned at once? Twinions, haha! Wait... where are you going?";;
Leeching Felhound;Felhound;Demon;;Demon;;3;3;3;This costs Health to buy instead of Gold.;6;6;This costs Health to buy instead of Gold.;;;;;;;;;;;;BG25_520;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_520.png;;;;
Legion Overseer;Overseer;Demon;;Demon;;3;4;2;Minions in Bob’s Tavern have +2/+1.;8;4;Minions in Bob’s Tavern have +4/+2.;;;;;;;;;;;;BG23_361;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_361.png;;;;
Lich Doctor;Doctor;Undead;;Undead;;3;3;2;Taunt. At the start of your turn, give your minions that died last combat +1/+1.;6;4;Taunt. At the start of your turn, give your minions that died last combat +2/+2.;;;;1;;;;;;;;BG25_006;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_006.png;;;;
Living Azerite;Azerite;Elemental;;Elemental;;3;4;4;Whenever you cast a Tavern spell, Elementals in the Tavern have +1/+1 this game.;8;8;Whenever you cast a Tavern spell, Elementals in the Tavern have +2/+2 this game. ;;;;;;;;;;;;BG28_707;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_707.png;;;;
Living Constellation;Constellation;;;All;;3;4;2;Battlecry: Give a minion +1/+1 for each type you control.;8;4;Battlecry: Give a minion +2/+2 for each type you control.;;1;;;;;;;;;;BG27_001;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_001.png;;;;
Lovesick Balladist;Balladist;Pirate;;Pirate;;3;3;2;Battlecry: Give a Pirate +1 Health (Improved by each Gold you spent this turn!);6;4;Battlecry: Give a Pirate +2 Health (Improved by each Gold you spent this turn!);;1;;;;;;;;;;BG26_814;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_814.png;;;1;
Mangled Bandit;Bandit;Quilboar;;Quilboar;;3;3;3;At the start of your turn, discard a spell to get 3 Blood Gems. ;6;6;At the start of your turn, discard a spell to get 6 Blood Gems. ;;;;;;;;;;;;BG28_582;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_582.png;;;;
Meteorite Crasher;Meteorite;Elemental;;Elemental;;3;2;3;After you sell an Elemental, gain +3/+3.;4;6;After you sell an Elemental, gain +6/+6.;;;;;;;;;;;;BG31_843;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_843.png;;;1;
Monstrous Macaw;Macaw;Beast;;Beast;;3;4;3;After this attacks, trigger your left-most Deathrattle (except this minion's).;8;6;After this attacks, trigger your left-most Deathrattle twice (except this minion's).;;;;;;;;;;;;BGS_078;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_078.png;;;1;
Moon-Bacon Jazzer;Jazzer;Quilboar;;Quilboar;;3;2;5;Battlecry: For the rest of the game, your Blood Gems give an extra +1 Health.;4;10;Battlecry: For the rest of the game, your Blood Gems give an extra +2 Health.;;1;;;;;;;;;;BG26_159;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_159.png;Anton Zemskov & Timur Shevtsov;;;
Mummifier;Mummifier;Undead;;Undead;;3;5;2;Deathrattle: Give a different friendly Undead Reborn.;10;4;Deathrattle: Give 2 different friendly Undead Reborn.;;;1;;;;;;;;;BG28_309;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_309.png;;;1;
Murgl Mk II;Mk II;Mech;Murloc;Mech;Murloc;3;2;4;Avenge (4): Give minions in your hand and board +1/+1 permanently.;4;8;Avenge (4): Give minions in your hand and board +2/+2 permanently.;;;;;;;;;1;;;BG29_991;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_991.png;;;;
Nightmare Amalgam;Amalgam;All;;All;;3;3;4;This has all minion types.;6;8;This has all minion types.;;;;;;;;;;;;GIL_681;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/GIL_681.png;Andrew Hou;Be all that you can be.;;
Observer of Myths;Observer;;;All;;3;1;4;After you summon a minion with more attack than this, give all friendly minions +1 Attack.;2;8;After you summon a minion with more attack than this, give all friendly minions +2 Attack.;;;;;;;;;;;;BG_TTN_078;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG_TTN_078.png;Arthur Bozonnet;"Oh hey, look! A myth!";;
Orc-estra Conductor;Conductor;;;All;;3;4;4;Give a minion +2/+2 (Upgraded for each Orc-estra Conductor your team has played this game);8;8;Give a minion +4/+4 (Upgraded for each Orc-estra Conductor your team has played this game);;1;;;;;;;;;;BGDUO_119;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_119.png;;;1;1
Paint Smudger;Smudger;Quilboar;;Quilboar;;3;5;3;Whenever you cast a Tavern spell, play a Blood Gem on another friendly Quilboar.;10;6;Whenever you cast a Tavern spell, play 2 Blood Gems on another friendly Quilboar.;;;;;;;;;;;;BG28_584;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_584.png;;;;
Pashmar the Vengeful;Pashmar;Naga;;Naga;;3;4;5;Avenge (3): Get a Spellcraft spell of your Tier or lower.;8;10;Avenge (3): Get 2 Spellcraft spells of your Tier or lower.;;;;;;;;;1;;;BG23_014;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_014.png;;;;
Peggy Sturdybone;Peggy;Pirate;;Pirate;;3;2;1;After a card is added to your hand, give another friendly Pirate +1/+1.;4;2;After a card is added to your hand, give another friendly Pirate +2/+2.;;;;;;;;;;;;BG25_032;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_032.png;;;1;
Phaerix, Wrath of the Sun;Phaerix;;;All;;3;3;1;Divine Shield. Avenge (4): Give a random friendly minion Divine Shield.;6;2;Divine Shield. Avenge (4): Give two random friendly minion Divines Shield.;;;;;1;;;;1;;;BG28_403;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_403.png;;;;
Plunder Pal;Pal;Pirate;;Pirate;;3;2;2;At the start of your turn, you and your teammate each gain 1 Gold.;4;4;At the start of your turn, you and your teammate each gain 2 Gold.;;;;;;;;;;;;BGDUO_118;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_118.png;;;1;1
Prickly Piper;Piper;Quilboar;;Quilboar;;3;5;1;Deathrattle: For the rest of the game, your Blood Gems give an extra +1 Attack.;10;2;Deathrattle: For the rest of the game, your Blood Gems give an extra +2 Attack.;;;1;;;;;;;;;BG26_160;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_160.png;;;;
Puddle Prancer;Prancer;Murloc;;Murloc;;3;3;3;After this is Passed, gain +4/+4.;6;6;After this is Passed, gain +8/+8.;;;;;;;;;;;;BGDUO_117;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO_117.png;;;1;1
Pufferquil;Puffer;Quilboar;Naga;Quilboar;Naga;3;2;6;After a spell is played on this, gain Venomous until next turn.;4;12;After a spell is played on this, gain Venomous.;;;;;;;;;;;;BG25_039;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_039.png;;;;
Putrid Pupil;Pupil;Undead;;Undead;;3;2;7;After you summon 5 minions in combat, get a random Tavern spell. (7 left!);4;14;After you summon 5 minions in combat, get 2 random Tavern spells. (7 left!);;;;;;;;;;;;BG30_754;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_754.png;;;;
Radio Star;Star;Undead;;Undead;;3;1;1;Deathrattle: Add a plain copy of the minion that killed this to your hand.;2;2;Deathrattle: Add 2 plain copies of the minion that killed this to your hand.;;;1;;;;;;;;;BG25_399;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_399.png;;;;
Rampager;Ramp;Beast;;Beast;;3;8;8;Whenever this attacks, deal 1 damage to your other minions.;16;16;Whenever this attacks, deal 1 damage to your other minions twice.;;;;;;;;;;;;BG29_809;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_809.png;;;;
Rat Pack;Rat;Beast;;Beast;;3;2;2;Deathrattle: Summon a number of 1/1 Rats equal  to this minion's Attack.;4;4;Deathrattle: Summon a number of 2/2 Rats equal  to this minion's Attack.;;;1;;;;;;;;;CFM_316;CFM_316t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/CFM_316.png;Ozhill Studio;He's gonna do it his way.;;
Reckless Cliffdiver;Cliffdiver;Murloc;;Murloc;;3;4;1;Reborn. Has +1 Attack for each Battlecry you've triggered this game (wherever this is.);8;2;Reborn. Has +2 Attack for each Battlecry you've triggered this game (wherever this is.);;;;;;;;1;;;;BG31_142;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_142.png;;;1;
Refreshing Anomaly;Anomaly;Elemental;;Elemental;;3;3;4;Battlecry: Gain 2 Refreshes that cost (0).;6;8;Battlecry: Gain 4 Refreshes that cost (0).;;1;;;;;;;;;;BGS_116;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_116.png;;;1;
Relentless Sentry;Sentry;Undead;;Undead;;3;6;1;Avenge (4): Gain Taunt and Reborn.;12;2;Avenge (4): Gain Taunt and Reborn.;;;;;;;;;1;;;BG25_003;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_003.png;;;;
Replicating Menace;Menace;Mech;;Mech;;3;3;2;Magnetic Deathrattle: Summon three 1/1 Microbots.;6;4;Magnetic Deathrattle: Summon three 2/2 Microbots.;;;1;;;;;;;1;;BOT_312;BOT_312t;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BOT_312.png;Vladimir Kafanov;It's a car! *Whomp whomp whomp* It's a robot! *Whomp whom-CRUNCH* It's… three.. smaller robots!;;
Resourceful Soldier;Soldier;;;All;;3;2;5;"Choose One - Give a minion +5/+2; or +2/+5.";4;10;"Choose One - Give a minion +10/+4; or +4/+10.";;;;;;;;;;;;BG31_851;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_851.png;;;;
Reverber Drake;Reverber;Dragon;;Dragon;;3;2;2;Battlecry: Cast 'Echoing Roar' on a friendly Dragon.;4;4;Battlecry: Cast 'Echoing Roar' on a friendly Dragon twice.;;1;;;;;;;;;;BG31_300;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_300.png;;;1;
Roaring Rallier;Rallier;Dragon;;Dragon;;3;2;6;Whenever a friendly Dragon attacks, give it +3/+1.;4;12;Whenever a friendly Dragon attacks, give it +6/+2.;;;;;;;;;;;;BG29_816;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_816.png;;;;
Scourfin;Scourfin;Murloc;;Murloc;;3;3;3;Deathrattle: Give a random minion in your hand +5/+5.;6;6;Deathrattle: Give a random minion in your hand +10/+10.;;;1;;;;;;;;;BG26_360;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_360.png;;;;
Screwjank Clunker;Clunker;Mech;;Mech;;3;2;5;Battlecry: Give a friendly Mech +2/+2.;4;10;Battlecry: Give a friendly Mech +4/+4.;;1;;;;;;;;;;GVG_055;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/GVG_055.png;Jesper Ejsing;If it breaks, just kick it a couple of times while yelling "Durn thing!";;
Shell Whistler;Whistler;Naga;;Naga;;3;3;2;Battlecry: Get a random Tavern spell from Tier 2.;6;4; Battlecry: Get two random Tavern spells from Tier 2.;;1;;;;;;;;;;BG26_045;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_045.png;;;1;
Shifter Zerus;Zerus;;;All;;3;1;1;Each turn this is in your hand, transform it into a random minion.;2;2;Each turn this is in your hand, transform it into a random minion.;;;;;;;;;;;;BGS_029;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_029.png;Daria Tuzova;;;
Shoal Commander;Commander;Naga;;Naga;;3;2;2;Spellcraft: Give a minion +1/+1 for each friendly Naga until next turn.;4;4;Spellcraft: Give a minion +2/+2 for each friendly Naga until next turn.;;;;;;;;;;;1;BG23_011;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG23_011.png;;;;
Silithid Burrower;Burrower;Beast;;Beast;;3;3;1;Taunt. Deathrattle: Give your Beasts +1/+1 permanently.;6;2;Taunt. Deathrattle: Give your Beasts +2/+2 permanently.;;;1;1;;;;;;;;BG29_871;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_871.png;;;;
Sleeping Sea Glass;Glass;Elemental;;Elemental;;3;4;4;"Choose One – Double this minion's Attack; or Health.";8;8;"Choose One – Triple this minion's Attack; or Health.";;;;;;;;;;;;BG30_128;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_128.png;;;;
Slimy Felblood;Slimy;Elemental;Demon;Elemental;Demon;3;3;4;Battlecry: Minions in the Tavern have +2 Health this game.;6;8;Battlecry: Minions in the Tavern have +4 Health this game.;;1;;;;;;;;;;BG29_873;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_873.png;;;;
Sly Raptor;Raptor;Beast;;Beast;;3;1;2;Deathrattle: Summon a random Beast. Set its stats to 5/5.;2;4;Deathrattle: Summon a random Beast. Set its stats to 10/10.;;;1;;;;;;;;;BG25_806;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG25_806.png;;;1;
Smogger;Smogger;Elemental;;Elemental;;3;3;3;Battlecry: Give a friendly Elemental stats equal to your Tavern Tier.;6;6;Battlecry: Give a friendly Elemental stats equal to  your Tavern Tier twice.;;1;;;;;;;;;;BG21_021;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_021.png;;;;
Smoldering Gardener;Gardener;Dragon;;Dragon;;3;1;5;When you sell this, get a 2/1 Smolderwing with "Battlecry: Give a Dragon +5 Attack.";2;10;When you sell this, get two 2/1 Smolderwings with "Battlecry: Give a Dragon +5 Attack.";;;;;;;;;;;;BG30_009;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_009.png;;;;
Sore Loser;Loser;Undead;;Undead;;3;2;4;Your other Undead have extra Attack equal to your Tier.;4;8;Your other Undead have extra Attack equal to double your Tier.;;;;;;;;;;;;BG27_030;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_030.png;;;;
Soul Devourer;Devourer;Demon;;Demon;;3;3;3;Battlecry: Choose a friendly Demon. Remove it to gain its stats and 3 Gold.;6;6;Battlecry: Choose a friendly Demon. Remove it to gain double its stats and 6 Gold.;;1;;;;;;;;;;BGS_059;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_059.png;;;;
Soul Juggler;Juggler;;;Demon;;3;3;5;After a friendly Demon dies, deal 3 damage to a random enemy minion.;6;10;After a friendly Demon dies, deal 3 damage to a random enemy minion twice.;;;;;;;;;;;;BGS_002;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_002.png;;;;
Southsea Strongarm;Strongarm;Pirate;;Pirate;;3;4;3;Battlecry: Give a friendly Pirate +1/+1. Repeat for each Pirate you bought this turn.;8;6;Battlecry: Give a friendly Pirate +2/+2. Repeat for each Pirate you bought this turn.;;1;;;;;;;;;;BGS_048;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_048.png;;;;
Spark-ling;Sparkling;Elemental;;Elemental;;3;5;2;Battlecry: Give all other minions +1/+1.;10;4;Battlecry: Give all other minions +2/+2.;;1;;;;;;;;;;BG27_019;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_019.png;;;;
Sprightly Scarab;Scarab;Beast;;Beast;;3;2;1;"Choose One – Give a Beast +1/+1 and Reborn; or +8 Attack.";4;2;"Choose One – Give a Beast +2/+2 and Reborn; or +16 Attack.";;;;;;;;;;;;BG27_084;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_084.png;Ludo Lullabi;;1;
Stasis Elemental;Stasis;Elemental;;Elemental;;3;4;4;Battlecry: Add another random Elemental to Bob's Tavern and Freeze it.;8;8;Battlecry: Add two other random Elementals to Bob's Tavern and Freeze them.;;1;;;;;;;;;;BGS_122;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_122.png;;;;
Swolefin;Swolefin;Murloc;;Murloc;;3;4;2;Battlecry: Gain +2/+1 for each other friendly Murloc.;8;4;Battlecry: Gain +4/+2 for each other friendly Murloc.;;1;;;;;;;;;;BG21_010;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_010.png;;;;
Tarecgosa;Tarecgosa;Dragon;;Dragon;;3;5;5;This permanently keeps your enchantments from combat.;10;10;This permanently doubles and keeps your enchantments from combat.;;;;;;;;;;;;BG21_015;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG21_015.png;;;1;
Technical Element;Technical;Elemental;Mech;Elemental;Mech;3;5;5;Magnetic. Can Magnetize to both Mechs and Elementals.;10;10;Magnetic. Can Magnetize to both Mechs and Elementals.;;;;;;;;;;1;;BG31_859;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_859.png;;;1;
The Glad-iator;Gladiator;Naga;;Naga;;3;3;3;Divine Shield. Whenever you cast a spell, gain +1 Attack.;6;6;Divine Shield. Whenever you cast a spell, gain +2 Attack.;;;;;1;;;;;;;BG27_025;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_025.png;;;1;
Thorned Trailblazer;Trailblazer;Quilboar;;Quilboar;;3;4;5;1 Choose One card each turn has both effects combined. (1 left!);8;10;2 Choose One cards each turn have both effects combined. (2 left!);;;;;;;;;;;;BG31_327;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_327.png;;;1;
Time Saver;TS;Dragon;;Dragon;;3;2;3;If you have any unspent Gold at the end of your turn, this sells for 3 more Gold.;4;6;If you have any unspent Gold at the end of your turn, this sells for 6 more Gold.;;;;;;;;;;;;BG27_520;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_520.png;;;;
Timecap'n Hooktail;Hooktail;Dragon;Pirate;Dragon;Pirate;3;1;4;Whenever you cast a Tavern spell, give your minions +1 Attack.;2;8;Whenever you cast a Tavern spell, give your minions +2 Attack.;;;;;;;;;;;;BG27_005;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_005.png;;;;
Vengeful Slitherer;Slitherer;Undead;Naga;Undead;Naga;3;5;1;Spellcraft: Give your minions +1 Health until next turn. Any that die next combat gain it permanently!;10;2;Spellcraft: Give your minions +2 Health until next turn. Any that die next combat gain it permanently!;;;;;;;;;;;1;BG28_631;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG28_631.png;;;;
Volcanic Visitor;Visitor;Naga;;Naga;;3;3;3;"Spellcraft: Choose One – Give your minions +2 Attack until next turn; or +2 Health until next turn.";6;6;"Spellcraft: Choose One – Give your minions +4 Attack until next turn; or +4 Health until next turn.";;;;;;;;;;;1;BG30_117;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG30_117.png;;;;
Warden of Old;Warden;Naga;;Naga;;3;2;2;Spellcraft: Gain 1 Gold.;4;4;Spellcraft: Gain 2 Gold.;;;;;;;;;;;1;BGS_200;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_200.png;;;1;
Wheeled Crewmate;Crewmate;Pirate;;Pirate;;3;6;3;Deathrattle: Reduce the Cost of upgrading your team's Taverns by (1).;12;6;Deathrattle: Reduce the Cost of upgrading your team's Taverns by (2).;;;1;;;;;;;;;BGDUO31_207;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGDUO31_207.png;;;1;1
Wildfire Elemental;Wildfire;Elemental;;Elemental;;3;6;3;After this attacks and kills a minion, deal excess damage to an adjacent minion.;12;6;After this attacks and kills a minion, deal excess damage to both adjacent minions.;;;;;;;;;;;;BGS_126;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_126.png;;;1;
Withered Spearhide;Spearhide;Undead;Quilboar;Undead;Quilboar;3;2;2;Reborn. Deathrattle: Get a Blood Gem.;4;4;Reborn. Deathrattle: Get 2 Blood Gems.;;;1;;;;;1;;;;BG27_006;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG27_006.png;;;;
Xylo-bones;Xylo;Undead;;Undead;;3;5;1;After you summon a minion in combat, gain +2 Health permanently.;10;2;After you summon a minion in combat, gain +4 Health permanently.;;;;;;;;;;;;BG26_172;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG26_172.png;;;;
'Loc Prince;Prince;Murloc;;Murloc;;4;2;1;Divine Shield
dWhenever this gains stats, add +2/+1 to that amount (wherever this is).;4;2;Divine Shield
Whenever this gains stats, add +4/+2 to that amount (wherever this is).;;;;;1;;;;;;;BG29_889;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_889.png;;;1;
Annihilan Battlemaster;Battlemaster;Demon;;Demon;;4;3;1;Battlecry: Gain +2 Health for each Health your hero is missing.;6;2;Battlecry: Gain +4 Health for each Health your hero is missing.;;1;;;;;;;;;;BGS_010;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BGS_010.png;;;;
Arcane Cannoneer;Cannoneer;Naga;;Naga;;4;2;6;Whenever this attacks, deal 2 damage to the target. (Improved by every 4 spells you've cast this game!);4;12;Whenever this attacks, deal 4 damage to the target. (Improved by every 4 spells you've cast this game!);;;;;;;;;;;;BG31_928;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG31_928.png;;;;
Assistant Guard;Assistant;;;All;;4;2;3;Battlecry: Give a minion Taunt. Then give your Taunt minions +2/+3.;4;6;Battlecry: Give a minion Taunt. Then give your Taunt minions +4/+6.;;1;;;;;;;;;;BG29_845;;https://art.hearthstonejson.com/v1/bgs/latest/enUS/512x/BG29_845.png;;;;
